,accession#,sentences,num_chars
3717,0001379491-20-001683,"&nbsp;\n               the fund bears all risks of investment strategies employed by the underlying funds, including the risk that the underlying\n               funds will not meet their investment objectives.\n             \n          \n          \n              stock market volatility.",289
3718,0001379491-20-001683,"&nbsp;\n               stock markets are volatile and can decline significantly in response to adverse issuer, political, regulatory, market, or\n               economic developments.",183
3719,0001379491-20-001683,"different parts of the market, including different market sectors, and different types of securities\n               can react differently to these developments.\n             \n          \n          \n              interest rate changes.",238
3720,0001379491-20-001683,&nbsp;\n               interest rate increases can cause the price of a debt or money market security to decrease.\n             \n          \n          \n              foreign exposure.,186
3721,0001379491-20-001683,"&nbsp;\n               foreign markets, particularly emerging markets, can be more volatile than the u.s. market due to increased risks of adverse\n               issuer, political, regulatory, market, or economic developments and can perform differently from the u.s. market.",276
3722,0001379491-20-001683,"emerging markets can be subject to greater social, economic, regulatory, and political uncertainties and can be extremely\n               volatile.",147
3723,0001379491-20-001683,foreign exchange rates also can be extremely volatile.\n             \n          \n          \n                geographic exposure.,131
3724,0001379491-20-001683,"&nbsp;\n               social, political, and economic conditions and changes in regulatory, tax, or economic policy in a country or region could\n               significantly affect the market in that country or region.\n             \n          \n          \n              industry exposure.",293
3725,0001379491-20-001683,"&nbsp;\n               market conditions, interest rates, and economic, regulatory, or financial developments could significantly affect a single\n               industry or group of related industries.\n             \n          \n          \n              prepayment.",268
3726,0001379491-20-001683,&nbsp;\n               the ability of an issuer of a debt security to repay principal prior to a security\'s maturity can cause greater price volatility\n               if interest rates change.\n             \n          \n          \n              issuer-specific changes.,273
3727,0001379491-20-001683,"&nbsp;\n               the value of an individual security or particular type of security can be more volatile than, and can perform differently\n               from, the market as a whole.",189
3728,0001379491-20-001683,a decline in the credit quality of an issuer or a provider of credit support or a maturity-shortening structure for a security\n               can cause the price of a security to decrease.,189
3729,0001379491-20-001683,"lower-quality debt securities (those of less than investment-grade quality, also referred to as high yield debt securities\n               or junk bonds) and certain types of other securities involve greater risk of default or price changes due to changes in the\n               credit quality of the issuer.",308
3730,0001379491-20-001683,"the value of lower-quality debt securities and certain types of other securities can be more\n               volatile due to increased sensitivity to adverse issuer, political, regulatory, market, or economic developments and can be\n               difficult to resell.\n             \n          \n          \n              leverage risk.",338
3731,0001379491-20-001683,"&nbsp;\n               leverage can increase market exposure, magnify investment risks, and cause losses to be realized more quickly.\n             \n          \n          \n              commodity-linked investing.",215
3732,0001379491-20-001683,"&nbsp;\n               the value of commodities and commodity-linked investments may be affected by the performance of the overall commodities markets\n               as well as weather, political, tax, and other regulatory and market developments.",248
3733,0001379491-20-001683,"commodity-linked investments may be more\n               volatile and less liquid than the underlying commodity, instruments, or measures.\n             \n          \n          you could lose money by investing in the fund.\n           \n             performance   the following information is intended to help you understand the risks of investing in the fund.",361
3734,0001379491-20-001683,the information illustrates the changes in the performance of the fund\'s shares from year to year and compares the performance\n               of the fund\'s shares to the performance of a securities market index and a hypothetical composite of market indexes over various\n               periods of time.,306
3735,0001379491-20-001683,the indexes have characteristics relevant to the fund\'s investment strategies.,79
3736,0001379491-20-001683,"index descriptions appear in the ""additional\n            index information"" section of the prospectus.",103
3737,0001379491-20-001683,"returns for shares of the fund do not include the effect of any sales charges or other expenses of any variable annuity or\n               variable life insurance product; if they did, returns for shares of the fund would be lower.",231
3738,0001193125-13-312741,of investing in the fund you can lose money on your investment in the fund.,75
3739,0001193125-13-312741,the fund is subject to the risks described below.,49
3740,0001193125-13-312741,"some or all of these risks may adversely affect the funds net asset value per share (nav), trading price, yield, total return and/or ability to meet its objectives.",164
3741,0001193125-13-312741,"for more information about the risks of investing in the fund, see the section in the funds prospectus titled additional investment objective, strategy and risk information.",173
3742,0001193125-13-312741,n investment risk.,18
3743,0001193125-13-312741,"as with all investments, an investment in the fund is subject to investment risk.",81
3744,0001193125-13-312741,"investors in the fund could lose money, including the possible loss of the entire principal amount of an investment, over short or long periods of time.",152
3745,0001193125-13-312741,n market risk.,14
3746,0001193125-13-312741,the trading prices of equity securities and other instruments fluctuate in response to a variety of factors.,108
3747,0001193125-13-312741,the funds nav and market price may fluctuate significantly in response to these and other factors.,98
3748,0001193125-13-312741,"as a result, an investor could lose money over short or long periods of time.",77
3749,0001193125-13-312741,n shares of the fund may trade at prices other than nav.,56
3750,0001193125-13-312741,"as with all exchange-traded funds (etfs), fund shares may be bought and sold in the secondary market at market prices.",118
3751,0001193125-13-312741,the trading prices of the funds shares in the secondary market generally differ from the funds daily nav and there may be times when the market price of the shares is more than the nav (premium) or less than the nav (discount).,227
3752,0001193125-13-312741,this risk is heightened in times of market volatility or periods of steep market declines.,90
3753,0001193125-13-312741,wisdomtree trust prospectus 2 n basic materials investing.,58
3754,0001193125-13-312741,the fund may invest in companies in the basic materials sector.,63
3755,0001193125-13-312741,"this sector includes, for example, metals and mining, chemicals and forest product companies.",93
3756,0001193125-13-312741,"this sector can be significantly affected by, among other things, commodity price volatility, demand for basic materials, world economic growth, depletion of natural resources, technological progress, and government regulations.",228
3757,0001193125-13-312741,n capital controls risk.,24
3758,0001193125-13-312741,"economic conditions, such as volatile currency exchange rates and interest rates, political events and other conditions may, without prior warning, lead to foreign government intervention and the imposition of capital controls.",227
3759,0001193125-13-312741,"capital controls include the prohibition of, or restrictions on, the ability to transfer currency, securities or other assets.",126
3760,0001193125-13-312741,"capital controls may impact the ability of the fund to buy, sell or otherwise transfer securities or currency, adversely affect the trading market and price for shares of the fund, and cause the fund to decline in value.",220
3761,0001193125-13-312741,n cash redemption risk.,23
3762,0001193125-13-312741,the funds investment strategy will require it to redeem shares for cash or to otherwise include cash as part of its redemption proceeds.,136
3763,0001193125-13-312741,the fund may be required to sell or unwind portfolio investments in order to obtain the cash needed to distribute redemption proceeds.,134
3764,0001193125-13-312741,this may cause the fund to recognize a capital gain that it might not have recognized if it had made a redemption in-kind.,122
3765,0001193125-13-312741,"as a result, the fund may pay out higher annual capital gain distributions than if the in-kind redemption process was used.",123
3766,0001193125-13-312741,n currency exchange rate risk.,30
3767,0001193125-13-312741,the fund may invest a relatively large percentage of its assets in investments denominated in non-u.s. currencies or in securities that provide exposure to such currencies.,172
3768,0001193125-13-312741,changes in currency exchange rates and the relative value of non-u.s. currencies will affect the value of the funds investment and the value of your fund shares.,161
3769,0001193125-13-312741,currency exchange rates can be very volatile and can change quickly and unpredictably.,86
3770,0001193125-13-312741,"as a result, the value of an investment in the fund may change quickly and without warning and you may lose money.",114
3771,0001193125-13-312741,n emerging markets risk.,24
3772,0001193125-13-312741,the fund invests primarily in companies organized in emerging market nations.,77
3773,0001193125-13-312741,"investments in securities and instruments traded in developing or emerging markets, or that provide exposure to such securities or markets, can involve additional risks relating to political, economic, or regulatory conditions not associated with investments in u.s. securities and instruments or investments in more developed international markets.",349
3774,0001193125-13-312741,"such conditions may impact the ability of the fund to buy, sell or otherwise transfer securities, adversely affect the trading market and price for fund shares and cause the fund to decline in value.",199
3775,0001193125-13-312741,n energy investing.,19
3776,0001193125-13-312741,the fund may invest in companies in the energy sector.,54
3777,0001193125-13-312741,"the energy sector can be significantly affected by, among other things: economic growth, worldwide demand, political instability in the middle east, and volatile oil prices.",173
3778,0001193125-13-312741,n financial sector risk.,24
3779,0001193125-13-312741,"the fund may invest in companies in the financial sector, and therefore the performance of the fund could be negatively impacted by events affecting this sector.",161
3780,0001193125-13-312741,"this sector can be significantly affected by changes in interest rates, government regulation, the rate of defaults on corporate, consumer and government debt, the availability and cost of capital, and fallout from the housing and sub-prime mortgage crisis.",257
3781,0001193125-13-312741,n foreign securities risk.,26
3782,0001193125-13-312741,investments in non-u.s. securities involve certain risks that may not be present with investments in u.s. securities.,117
3783,0001193125-13-312741,"for example, investments in non-u.s. securities may be subject to risk of loss due to foreign currency fluctuations or to political or economic instability.",156
3784,0001193125-13-312741,"investments in non-u.s. securities also may be subject to withholding or other taxes and may be subject to additional trading, settlement, custodial, and operational risks.",172
3785,0001193125-13-312741,these and other factors can make investments in the fund more volatile and potentially less liquid than other types of investments.,131
3786,0001193125-13-312741,n geographic investment risk.,29
3787,0001193125-13-312741,"to the extent the fund invests a significant portion of its assets in the securities of companies of a single country or region, it is more likely to be impacted by events or conditions affecting that country or region.",219
3788,0001193125-13-312741,the fund currently invests a significant portion of its assets in companies organized in china and russia.,106
3789,0001193125-13-312741,n investment style risk.,24
3790,0001193125-13-312741,"the fund invests in the securities included in, or representative of, its index regardless of their investment merit.",117
3791,0001193125-13-312741,the fund does not attempt to outperform its index or take defensive positions in declining markets.,99
3792,0001193125-13-312741,"as a result, the funds performance may be adversely affected by a general decline in the market segments relating to its index.",127
3793,0001193125-13-312741,n issuer-specific risk.,23
3794,0001193125-13-312741,"issuer-specific events, including changes in the financial condition of an issuer, can have a negative impact on the value of the fund.",135
3795,0001193125-13-312741,wisdomtree trust prospectus 3 n large-capitalization investing.,63
3796,0001193125-13-312741,the fund may invest a relatively large percentage of its assets in the securities of large-capitalization companies.,116
3797,0001193125-13-312741,"as a result, the funds performance may be adversely affected if securities of large-capitalization companies underperform securities of smaller-capitalization companies or the market as a whole.",194
3798,0001193125-13-312741,the securities of large-capitalization companies may be relatively mature compared to smaller companies and therefore subject to slower growth during times of economic expansion.,178
3799,0001193125-13-312741,n mid-capitalization investing.,31
3800,0001193125-13-312741,the fund may invest in the securities of mid-capitalization companies.,70
3801,0001193125-13-312741,"as a result, the funds performance may be adversely affected if securities of mid-capitalization companies underperform securities of other capitalization ranges or the market as a whole.",187
3802,0001193125-13-312741,securities of smaller companies are often more vulnerable to market volatility than securities of larger companies.,115
3803,0001193125-13-312741,n non-correlation risk.,23
3804,0001193125-13-312741,"as with all index funds, the performance of the fund and its index may differ from each other for a variety of reasons.",119
3805,0001193125-13-312741,n non-diversification risk.,27
3806,0001193125-13-312741,"although the fund intends to invest in a variety of securities and instruments, the fund will be considered to be non-diversified, which means that it may invest more of its assets in the securities of a single issuer or a smaller number of issuers than if it were a diversified fund.",284
3807,0001193125-13-312741,"as a result, the fund may be more exposed to the risks associated with and developments affecting an individual issuer or a smaller number of issuers than a fund that invests more widely.",187
3808,0001193125-13-312741,this may increase the funds volatility and cause the performance of a relatively smaller number of issuers to have a greater impact on the funds performance.,157
3809,0001193125-13-312741,n telecommunications investing.,31
3810,0001193125-13-312741,the fund may invest in companies in the telecommunications industry.,68
3811,0001193125-13-312741,"the telecommunications industry can be significantly affected by, among other things, government intervention and regulation, technological innovations that make existing products and services obsolete, and consumer demand.",223
3812,0001193125-13-312741,"fund performance historical fund performance, which varies over time, can provide an indication of the risks of investing in the fund.",134
3813,0001193125-14-283883,of investing in the portfolio there can be no assurance that the portfolios investment goal will be met or that the net return on an investment in the portfolio will exceed what could have been obtained through other investment or savings vehicles.,248
3814,0001193125-14-283883,"shares of the portfolio are not bank deposits and are not guaranteed or insured by any bank, government entity or the federal deposit insurance corporation.",156
3815,0001193125-14-283883,"as with any mutual fund, there is no guarantee that the portfolio will be able to achieve its investment goal.",110
3816,0001193125-14-283883,"if the value of the assets of the portfolio goes down, you could lose money.",76
3817,0001193125-14-283883,the following is a summary description of the principal risks of investing in the portfolio.,92
3818,0001193125-14-283883,asset allocation risk.,22
3819,0001193125-14-283883,the portfolios risks will directly correspond to the risks of the underlying portfolios in which it invests.,108
3820,0001193125-14-283883,the portfolio is subject to the risk that the selection of the underlying portfolios and the allocation and reallocation of the portfolios assets among the various asset classes and market sectors may not produce the desired result.,232
3821,0001193125-14-283883,equity securities risk.,23
3822,0001193125-14-283883,the portfolio invests primarily in underlying portfolios that invest in equity securities and is therefore subject to the risk that stock prices will fall and may underperform other asset classes.,196
3823,0001193125-14-283883,individual stock prices fluctuate from day-to-day and may decline significantly.,80
3824,0001193125-14-283883,"the prices of individual stocks may be negatively affected by poor company results or other factors affecting individual prices, as well as industry and/or economic trends and developments affecting industries or the securities market as a whole.",246
3825,0001193125-14-283883,large-capitalization companies risk.,36
3826,0001193125-14-283883,the portfolio invests in underlying portfolios that invest substantially in large-cap companies.,96
3827,0001193125-14-283883,large-cap companies tend to be less volatile than companies with smaller market capitalizations.,96
3828,0001193125-14-283883,"in exchange for this potentially lower risk, the portfolios value may not rise as much as the value of portfolios that emphasize smaller companies.",147
3829,0001193125-14-283883,medium-capitalization companies risk.,37
3830,0001193125-14-283883,the portfolio may invest in underlying portfolios that may invest in securities of medium-capitalization companies.,115
3831,0001193125-14-283883,securities of medium-capitalization companies are usually more volatile and entail greater risks than securities of large companies.,132
3832,0001193125-14-283883,growth stock risk.,18
3833,0001193125-14-283883,the portfolio may invest substantially in underlying portfolios with an investment strategy that focuses on selecting growth-style stocks.,138
3834,0001193125-14-283883,growth stocks can be volatile for several reasons.,50
3835,0001193125-14-283883,"since the issuers usually reinvest a high portion of earnings in their own business, growth stocks may lack the dividend yield associated with value stocks that can cushion total return in a bear market.",203
3836,0001193125-14-283883,"also, growth stocks normally carry a higher price/earnings ratio than many other stocks.",88
3837,0001193125-14-283883,"consequently, if earnings expectations are not met, the market price of growth stocks will often go down more than other stocks.",128
3838,0001193125-14-283883,"however, the market frequently rewards growth stocks with price increases when expectations are met or exceeded.",112
3839,0001193125-14-283883,2 seasons series trust s easons s eries t rust a llocation m oderate p ortfolio value investing risk.,101
3840,0001193125-14-283883,the portfolio may invest substantially in underlying portfolios with an investment strategy that focuses on selecting value-style stocks.,137
3841,0001193125-14-283883,"when investing in securities which are believed to be undervalued in the market, there is a risk that the market may not recognize a securitys intrinsic value for a long period of time, or that a stock judged to be undervalued may actually be appropriately priced.",264
3842,0001193125-14-283883,risk of investing in bonds.,27
3843,0001193125-14-283883,"the portfolio may invest in underlying portfolios that invest principally in bonds, which may cause the value of your investment in the portfolio to go up or down in response to changes in interest rates or defaults (or even the potential for future defaults) by bond issuers.",276
3844,0001193125-14-283883,"the market value of bonds and other fixed income securities usually tends to vary inversely with the level of interest rates; as interest rates rise the value of such securities typically falls, and as interest rates fall, the value of such securities typically rises.",268
3845,0001193125-14-283883,longer-term and lower coupon bonds tend to be more sensitive to changes in interest rates.,90
3846,0001193125-14-283883,credit risk.,12
3847,0001193125-14-283883,"credit risk applies to most fixed income securities, but is generally not a factor for obligations backed by the full faith and credit of the u.s. government.",158
3848,0001193125-14-283883,an underlying portfolio could lose money if the issuer of a fixed income security is unable or perceived to be unable to pay interest or repay principal when it becomes due.,173
3849,0001193125-14-283883,"various factors could affect the issuers actual or perceived willingness or ability to make timely interest or principal payments, including changes in the issuers financial condition or in general economic conditions.",218
3850,0001193125-14-283883,risk of investing in junk bonds.,32
3851,0001193125-14-283883,"the portfolio invests in underlying portfolios that invest substantially in fixed income securities, a percentage of which may be invested in junk bonds.",153
3852,0001193125-14-283883,"junk bonds carry a substantial risk of default or changes in the issuers creditworthiness, or they may already be in default at the time of purchase.",149
3853,0001193125-14-283883,interest rate fluctuations risk.,32
3854,0001193125-14-283883,the portfolio invests in underlying portfolios that invest substantially in fixed income securities.,100
3855,0001193125-14-283883,fixed income securities may be subject to volatility due to changes in interest rates.,86
3856,0001193125-14-283883,"the market value of bonds and other fixed income securities usually tends to vary inversely with the level of interest rates; as interest rates rise, the value of such securities typically falls, and as interest rates fall, the value of such securities typically rises.",269
3857,0001193125-14-283883,longer-term and lower coupon bonds tend to be more sensitive to changes in interest rates.,90
3858,0001193125-14-283883,foreign investment risk.,24
3859,0001193125-14-283883,investments in foreign countries are subject to a number of risks.,66
3860,0001193125-14-283883,a principal risk is that fluctuations in the exchange rates between the u.s. dollar and foreign currencies may negatively affect the value of an investment.,156
3861,0001193125-14-283883,"in addition, there may be less publicly available information about a foreign company and it may not be subject to the same uniform accounting, auditing and financial reporting standards as u.s. companies.",205
3862,0001193125-14-283883,foreign governments may not regulate securities markets and companies to the same degree as the u.s. foreign investments will also be affected by local political or economic developments and governmental actions by the united states or other governments.,254
3863,0001193125-14-283883,"consequently, foreign securities may be less liquid, more volatile and more difficult to price than u.s. securities.",116
3864,0001193125-14-283883,these risks are heightened when an issuer is in an emerging market.,67
3865,0001193125-14-283883,"historically, the markets of emerging market countries have been more volatile than more developed markets; however, such markets can provide higher rates of return to investors.",178
3866,0001193125-14-283883,currency volatility risk.,25
3867,0001193125-14-283883,the value of an underlying portfolios foreign investments may fluctuate due to changes in currency exchange rates.,114
3868,0001193125-14-283883,a decline in the value of foreign currencies relative to the u.s. dollar generally can be expected to depress the value of an underlying portfolios non-u.s. dollar-denominated securities.,187
3869,0001193125-14-283883,indexing risk.,14
3870,0001193125-14-283883,many of the underlying portfolios in which the portfolio invests have a passively-managed portion that is managed to track the performance of an index.,151
3871,0001193125-14-283883,"that portion of the underlying portfolios will not sell securities in its portfolio or buy different securities over the course of a year other than in conjunction with changes in its target index, even if there are adverse developments concerning a particular security, company or industry.",291
3872,0001193125-14-283883,"as a result, the portfolio may suffer losses that might not be experienced with an investment in an actively-managed mutual fund.",129
3873,0001193125-14-283883,affiliated fund risk.,21
3874,0001193125-14-283883,"sunamerica asset management, llc, the portfolios investment adviser (the adviser) chooses the underlying portfolios in which the portfolio may invest.",150
3875,0001193125-14-283883,"as a result, the adviser may be subject to potential conflicts of interest in selecting the underlying portfolios because the fees payable to it by some of the underlying portfolios are higher than the fees payable by other underlying portfolios and because the adviser is also responsible for managing portions of certain underlying portfolios.",345
3876,0001193125-14-283883,"however, the adviser has a fiduciary duty to act in the portfolios best interests when selecting the underlying funds.",118
3877,0001193125-14-283883,fund-of-funds risk.,19
3878,0001193125-14-283883,"the costs of investing in the portfolio, as a fund-of-funds, may be higher than the costs of investing in a mutual fund that only invests directly in individual securities.",172
3879,0001193125-14-283883,"an underlying portfolio may change its investment objective or policies without the portfolios approval, which could force the portfolio to withdraw its investment from such underlying portfolio at a time that is unfavorable to the portfolio.",242
3880,0001193125-14-283883,"in addition, one underlying portfolio may buy the same securities that another underlying portfolio sells.",106
3881,0001193125-14-283883,"therefore, the portfolio would indirectly bear the costs of these trades without accomplishing any investment purpose.",118
3882,0001193125-14-283883,"in addition, the portfolio invests in class 3 shares of the underlying portfolios, which are subject to service (12b-1) fees.",125
3883,0001193125-14-283883,the portfolios class 3 seasons series trust s easons s eries t rust a llocation m oderate p ortfolio 3 shares do not bear service (12b-1) fees.,143
3884,0001193125-14-283883,the service fees paid by the portfolio as a result of its investments in the underlying portfolios are reflected under acquired fund fees and expenses in the annual portfolio operating expenses table.,200
3885,0001193125-14-283883,underlying funds risk.,22
3886,0001193125-14-283883,"the risks of the portfolio owning the underlying portfolios generally reflect the risks of owning the underlying securities they are designed to track, although lack of liquidity in these investments could result in it being more volatile than the underlying portfolio of securities.",283
3887,0001193125-14-283883,disruptions in the markets for the securities held by the underlying portfolios purchased or sold by the portfolio could result in losses on the portfolios investment in such securities.,186
3888,0001193125-14-283883,the underlying portfolios also have fees that increase their costs versus owning the underlying securities directly.,116
3889,0001193125-14-283883,risks of investing in inflation-indexed securities.,51
3890,0001193125-14-283883,"inflation-indexed securities are debt instruments whose principal is indexed to an official or designated measure of inflation, such as the consumer price index (cpi) in the united states.",188
3891,0001193125-14-283883,"inflation-indexed securities issued by a foreign government or foreign corporation are adjusted to reflect a comparable inflation index, calculated by that government.",167
3892,0001193125-14-283883,"inflation-indexed securities are sensitive to changes in the real interest rate, which is the nominal interest rate minus the expected rate of inflation.",153
3893,0001193125-14-283883,"the price of an inflation-indexed security will increase if real interest rates decline, and decrease if real interest rates increase.",134
3894,0001193125-14-283883,"if the interest rate rises for reasons other than inflation, the value of such instruments can be negatively impacted.",118
3895,0001193125-14-283883,interest income will vary depending on changes to the principal amount of the security.,87
3896,0001193125-14-283883,"for u.s. tax purposes, both interest payments and inflation adjustments to principal are treated as interest income subject to taxation when received or accrued, and inflation adjustments to principal are subject to taxation when the adjustment is made and not when the instrument matures.",289
3897,0001193125-14-283883,active management risk.,23
3898,0001193125-14-283883,"the portfolio is subject to the risk that the subadvisers judgments about the attractiveness, value, or potential appreciation of the portfolios investments may prove to be incorrect.",183
3899,0001193125-14-283883,"if the securities selected and strategies employed by the portfolio fail to produce the intended results, the portfolio could underperform other funds with similar objectives and investment strategies.",201
3900,0001193125-14-283883,market risk.,12
3901,0001193125-14-283883,"share prices can fall because of weakness in the broad market, a particular industry, or specific holdings.",107
3902,0001193125-14-283883,"the market as a whole can decline for many reasons, including adverse political or economic developments in the u.s. or abroad, changes in investor psychology, or heavy institutional selling.",191
3903,0001193125-14-283883,"the prospects for a sector, an industry or an issuer may deteriorate because of a variety of factors, including disappointing earnings or changes in the competitive environment.",177
3904,0001193125-14-283883,"in addition, an underlying portfolios advisers or subadvisers assessment of companies held by the underlying portfolio may prove incorrect, resulting in losses or poor performance even in a rising market.",204
3905,0001193125-14-283883,"finally, an underlying portfolios investment approach could fall out of favor with the investing public, resulting in lagging performance versus its peers.",155
3906,0001193125-14-283883,"the value of a security may decline for a number of reasons directly related to the issuer, such as management performance, financial leverage and reduced demand for the issuers goods and services.",197
3907,0001193125-14-283883,issuer risk.,12
3908,0001193125-14-283883,"the value of a security may decline for a number of reasons directly related to the issuer, such as management performance, financial leverage and reduced demand for the issuers goods and services.",197
3909,0001193125-17-161102,you could lose money by investing in the fund.,46
3910,0001193125-17-161102,"an investment in the fund is subject to investment risks, including possible loss of principal, is not a deposit in a bank and is not insured or guaranteed by the federal deposit insurance corporation or any other government agency.",232
3911,0001193125-17-161102,the fund may not achieve its investment objective.,50
3912,0001193125-17-161102,general risks associated with the fund's investment policies and investment strategies are discussed below.,107
3913,0001193125-17-161102,"the fund is not intended to be a complete investment program, but rather is intended for investment as part of a diversified investment portfolio.",146
3914,0001193125-17-161102,investors should consult their own advisers as to the role of the fund in their overall investment programs.,108
3915,0001193125-17-161102,"in addition, the fund is subject to the following risks: counterparty risk: the fund will be subject to credit risk with respect to the counterparties with which the fund enters into derivatives contracts, repurchase agreements, reverse repurchase agreements, and other transactions.",283
3916,0001193125-17-161102,"if a counterparty fails to meet its contractual obligations, the fund may be unable to terminate or realize any gain on the investment or transaction, or to recover collateral posted to the counterparty, resulting in a loss to the fund.",236
3917,0001193125-17-161102,"if the fund holds collateral posted by its counterparty, it may be delayed or prevented from realizing on the collateral in the event of a bankruptcy or insolvency proceeding relating to the counterparty.",204
3918,0001193125-17-161102,"currency hedging risk: if the fund enters into currency hedging transactions, any loss generated by those transactions generally should be substantially offset by gains on the hedged investment, and vice versa.",210
3919,0001193125-17-161102,"while hedging can reduce or eliminate losses, it can also reduce or eliminate gains.",84
3920,0001193125-17-161102,hedges are sometimes subject to imperfect matching between the hedging transaction and the risk sought to be hedged.,116
3921,0001193125-17-161102,there can be no assurance that the fund's hedging transactions will be effective.,81
3922,0001193125-17-161102,"currency risk: the value of the fund's assets may be affected favorably or unfavorably by currency exchange rates, currency exchange control regulations, and delays, restrictions or prohibitions on the repatriation of foreign currencies.",237
3923,0001193125-17-161102,"foreign currency exchange rates may have significant volatility, and changes in the values of foreign currencies against the u.s. dollar may result in substantial declines in the values of the fund's assets denominated in foreign currencies.",241
3924,0001193125-17-161102,derivatives risk: derivative transactions can create investment leverage and may have significant volatility.,109
3925,0001193125-17-161102,"it is possible that a derivative transaction will result in a much greater loss than the principal amount invested, and the fund may not be able to close out a derivative transaction at a favorable time or price.",212
3926,0001193125-17-161102,"the counterparty to a derivatives contract may be unable or unwilling to make timely settlement payments, return the fund's margin, or otherwise honor its obligations.",167
3927,0001193125-17-161102,a derivatives transaction may not behave in the manner anticipated by the sub-adviser or may not have the effect on the fund anticipated by the sub-adviser.,156
3928,0001193125-17-161102,"emerging markets risk: risks of investing in emerging markets include, among others, greater political and economic instability, greater volatility in currency exchange rates, less developed securities markets, possible trade barriers, currency transfer restrictions, a more limited number of potential buyers and issuers, an emerging market country's dependence on revenue from particular commodities or international aid, less governmental supervision and regulation, unavailability of currency hedging techniques, differences in auditing and financial reporting standards, and less developed legal systems.",609
3929,0001193125-17-161102,"there is also the potential for unfavorable action such as expropriation, nationalization, embargo, and acts of war.",116
3930,0001193125-17-161102,the securities of emerging market companies may trade less frequently and in smaller volumes than more widely held securities.,126
3931,0001193125-17-161102,"market disruptions or substantial market corrections may limit very significantly the liquidity of securities of certain companies in a particular country or geographic region, or of all companies in the country or region.",222
3932,0001193125-17-161102,"the fund may be unable to liquidate its positions in such securities at any time, or at a favorable price, in order to meet the fund's obligations.",147
3933,0001193125-17-161102,"these risks are generally greater for investments in frontier market countries, which typically have smaller economies or less developed capital markets than traditional emerging market countries.",196
3934,0001193125-17-161102,"equity investing risk: the market prices of equity securities owned by the fund may go up or down, sometimes rapidly or unpredictably.",134
3935,0001193125-17-161102,the value of a security may decline for a number of reasons that may directly relate to the issuer and also may decline due to general industry or market conditions that are not specifically related to a particular company.,223
3936,0001193125-17-161102,"in addition, equity markets tend to move in cycles, which may cause stock prices to fall over short or extended periods of time.",128
3937,0001193125-17-161102,"3 geographic focus risk: the performance of a fund that is less diversified across countries or geographic regions will be closely tied to market, currency, economic, political, environmental, or regulatory conditions and developments in the countries or regions in which the fund invests, and may be more volatile than the performance of a more geographically-diversified fund.",378
3938,0001193125-17-161102,large-capitalization securities risk: returns on investments in securities of large companies could trail the returns on investments in securities of smaller and mid-sized companies.,182
3939,0001193125-17-161102,"larger companies may be unable to respond as quickly as smaller and mid-sized companies to competitive challenges or to changes in business, product, financial, or other market conditions.",188
3940,0001193125-17-161102,larger companies may not be able to maintain growth at the high rates that may be achieved by well-managed smaller and mid-sized companies.,139
3941,0001193125-17-161102,"large shareholder risk: to the extent a large proportion of the shares of the fund are held by a small number of shareholders (or a single shareholder), including funds or accounts over which the adviser has investment discretion, the fund is subject to the risk that these shareholders will purchase or redeem fund shares in large amounts rapidly or unexpectedly, including as a result of an asset allocation decision made by the adviser.",439
3942,0001193125-17-161102,these transactions could adversely affect the ability of the fund to conduct its investment program.,100
3943,0001193125-17-161102,liquidity risk: lack of a ready market or restrictions on resale may limit the ability of the fund to sell a security at an advantageous time or price or at all.,161
3944,0001193125-17-161102,"illiquid securities may trade at a discount from comparable, more liquid investments and may be subject to wide fluctuations in market value.",141
3945,0001193125-17-161102,illiquidity of the fund's holdings may limit the ability of the fund to obtain cash to meet redemptions on a timely basis.,122
3946,0001193125-17-161102,"in addition, the fund, due to limitations on investments in any illiquid securities and/or the difficulty in purchasing and selling such investments, may be unable to achieve its desired level of exposure to a certain market or sector.",235
3947,0001193125-17-161102,management risk: the fund is actively managed.,46
3948,0001193125-17-161102,"the sub-adviser's judgments about the attractiveness, relative value, or potential appreciation of a particular sector, security, commodity or investment strategy may prove to be incorrect, and may cause the fund to incur losses.",229
3949,0001193125-17-161102,there can be no assurance that the sub-adviser's investment techniques and decisions will produce the desired results.,118
3950,0001193125-17-161102,"market risk: the fund's investments are subject to changes in general economic conditions, and general market fluctuations and the risks inherent in investment in securities markets.",182
3951,0001193125-17-161102,"investment markets can be volatile and prices of investments can change substantially due to various factors including, but not limited to, economic growth or recession, changes in interest rates, changes in the actual or perceived creditworthiness of issuers, and general market liquidity.",290
3952,0001193125-17-161102,the fund is subject to the risk that geopolitical events will disrupt securities markets and adversely affect global economies and markets.,139
3953,0001193125-17-161102,"non-diversification risk: as a non-diversified mutual fund, the fund may hold a smaller number of portfolio securities than many other funds.",141
3954,0001193125-17-161102,"to the extent the fund invests in a relatively small number of issuers, a decline in the market value of a particular security held by the fund may affect its value more than if it invested in a larger number of issuers.",220
3955,0001193125-17-161102,the value of fund shares may be more volatile than the values of shares of more diversified funds.,98
3956,0001193125-17-161102,"non-u.s. securities risk: non-u.s. securities (including depositary receipts) are subject to political, regulatory, and economic risks not present in domestic investments.",171
3957,0001193125-17-161102,"there may be less information publicly available about a non-u.s. entity than about a u.s. entity, and many non-u.s. entities are not subject to accounting, auditing, legal and financial report standards comparable to those in the united states.",245
